22.2787	14.0162	0	0	0	59
24.1901	21.1479	0	0	0	58
26.6376	31.6735	0	0	0	57
27.6116	38.7499	0	0	0	56
29.8331	42.2928	0	0	0	55
37.808	33.4299	0	0	0	54
43.796	49.3379	0.0500697	0	0	54
61.6851	36.5939	0.0355491	0	0	53
63.5519	37.901	0.0345049	0	0	52
64.9216	37.8161	0.0337769	0	0	51
66.5819	37.251	0.0329346	0	0	50
70.5736	36.8062	0.0310718	0	0	49
70.8309	40.5534	0.030959	0	0	48
73.4043	39.5718	0.0298736	0	0	47
74.2339	41.5236	0.0295397	0	0	46
75.8734	41.0625	0.0289014	0	0	45
79.917	44.6413	0.0274391	0	0	44
83.1787	43.0843	0.0263631	0	0	43
98.9595	37.2336	0.276403	0	0	43
103.288	37.0045	0.420621	0	0	43
104.353	38.0074	0.416328	0	0	42
105.34	41.661	0.412427	0	0	41
106.324	42.1619	0.712423	0	0	41
107.35	44.3981	0.705613	0	0	40
113.64	41.9577	1.3661	0	0	41
115.838	41.8497	1.35668	0	0	41
121.765	40.8794	1.29064	0	0	40
122.955	43.5047	1.27815	0	0	39
123.127	44.7585	1.27636	0	0	38
127.107	43.9267	1.2364	0	0	37
127.22	44.1809	1.2353	0	0	36
127.656	44.3303	1.23108	0	0	35
133.412	42.8622	1.17797	0	0	34
135.696	42.1406	1.15814	0.0294118	0	34
137.577	41.5644	1.1423	0.0571429	0	34
140.057	41.7235	1.12208	0.0555556	0	33
151.222	38.6429	1.03923	0.0810811	0	33
158.745	36.8116	1.59787	0.105263	0	34
162.283	36.9282	1.56304	0.102564	0	33
166.114	36.0766	1.98254	0.125	0	35
166.171	36.376	1.98186	0.121951	0	34
171.603	35.3533	1.91912	0.119048	0	33
173.908	35.494	1.89369	0.116279	0	32
173.926	35.4903	1.8935	0.136364	0	32
176.034	36.8141	1.87082	0.133333	0	31
177.431	36.5242	1.85609	0.152174	0	31
184.79	36.19	1.78217	0.148936	0	30
188.962	35.391	2.3636	0.166667	0	31
189.997	36.5737	2.35072	0.163265	0	30
190.968	36.3877	2.33877	0.18	0	30
212.391	34.6476	4.12109	0.176471	0	35
217.584	34.5092	4.71848	0.173077	0	35
224.83	35.5988	6.53637	0.169811	0	37
226.862	36.3155	6.4778	0.166667	0	36
228.069	36.6482	6.44352	0.163636	0	35
229.897	36.3879	6.39228	0.160714	0	34
232.18	36.9228	6.32943	0.157895	0	33
237.717	36.6879	6.2121	0.155172	0	33
237.733	38.5718	6.21168	0.152542	0	32
239.299	38.4078	6.17104	0.15	0	31
249.391	37.0536	7.05042	0.147541	0	32
254.329	36.7107	9.01255	0.145161	0	34
255.879	36.8258	8.95795	0.142857	0	33
257.594	36.822	8.89831	0.140625	0	32
259.162	36.5992	8.84448	0.153846	0	32
264.8	35.82	8.73607	0.166667	0	33
269.517	35.9305	9.04821	0.164179	0	33
271.307	35.6935	8.98854	0.176471	0	33
272.307	35.5624	8.95552	0.188406	0	33
273.032	35.468	8.93174	0.2	0	33
273.341	35.4279	8.92165	0.211268	0	33
274.687	36.4642	8.87794	0.208333	0	32
278.636	35.9474	8.75211	0.219178	0	32
279.104	37.6121	8.73744	0.216216	0	31
282.831	37.1165	8.99688	0.226667	0	32
284.313	36.9229	8.94997	0.236842	0	32
287.293	36.5399	9.42059	0.246753	0	33
