40.0009	3	0	0	2	0.05482	0	0	
91.7418	11	0	0	10	0.0239024	0	0	
99.2712	11	0	0	9	0.184196	0	0	
105.707	13	0	0	11	0.172982	0	0	
108.968	14	0	0	11	0.471514	0	0	
111.323	14	0	0	11	0.461541	0	0	
115.551	15	0	0	11	0.461193	0	0	
158.184	23	0	0	18	0.946937	0	0	
161.1	23	0	0	18	0.929798	0	0	
164.537	24	0	0	18	1.13718	0	0	
166.013	24	0	0	17	1.35811	0	0	
187.877	29	0	0	21	1.82443	0	0	
192.682	30	0	0	21	2.08653	0	0	
193.71	30	0	0	20	2.18959	0	0	
195.563	30	0	0	19	2.57651	0	0	
199.494	30	0	0	18	2.88859	0	0	
199.884	30	0	0	18	2.88295	0	0	
200.563	30	0	0	17	3.34307	0	0	
208.347	30	0	0	17	3.21817	0	0	
214.936	31	0	0	17	3.82384	0	0	
217.985	31	0	0	16	4.00803	0	0	
221.612	31	0	0	15	4.80783	0	0	
223.31	31	0	0	15	4.77127	0	0	
223.498	31	0	0	15	4.76725	0	0	
233.84	35	0	0	19	4.55642	0	0	
237.052	35	0	0	19	4.49467	0	0	
240.797	37	0	0	20	4.99582	0	0	
248.432	37	0	0	20	4.8423	0	0	
251.645	38	0	0	20	5.2966	0	0	
251.956	38	0	0	19	5.99543	0	0	
253.853	38	0	0	18	6.84185	0	0	
260.457	40	0	0	19	6.74961	0	0	
265.397	40	0	0	18	7.09625	0	0	
277.853	43	0	0	21	6.77812	0	0	
279.849	45	0	0	22	7.10833	0	0	
285.009	46	0	0	22	7.54765	0	0	
299.281	48	0	0	23	7.35442	0	0	
301.498	48	0	0	23	7.30033	0	0	
301.503	48	0	0	23	7.3002	0	0	
305.143	48	0	0	22	7.24901	0	0	
309.241	49	0	0	22	7.25191	0	0	
311.441	49	0	0	21	7.67961	0	0	
316.91	50	0	0	22	7.54709	0	0	
319.771	50	0	0	21	7.67402	0	0	
320.536	50	0	0	20	7.77333	0	0	
327.052	52	0	0	22	7.61846	0	0	
334.542	55	0	0	25	7.44789	0	0	
340.688	58	0	0	27	7.34113	0	0	
342.247	58	0	0	27	7.30769	0	0	
344.207	58	0	0	27	7.26606	0	0	
345.718	58	0	0	26	8.02944	0	0	
347.774	58	0	0	25	8.32617	0	0	
350.078	58	0	0	24	8.54488	0	0	
358.773	61	0	0	27	8.3378	0	0	
363.677	64	0	0	30	8.22536	0	0	
364.586	64	0	0	30	8.20485	0	0	
365.489	66	0	0	31	8.43755	0	0	
367.405	67	0	0	32	8.39354	0	0	
368.057	67	0	0	31	8.38657	0	0	
381.912	69	0	0	32	8.2272	0	0	
383.279	69	0	0	32	8.19786	0	0	
386.317	69	0	0	31	8.51806	0	0	
390.676	69	0	0	31	8.423	0	0	
391.835	69	0	0	30	8.92649	0	0	
396.267	69	0	0	30	8.82666	0	0	
397.366	69	0	0	29	8.85714	0	0	
418.401	71	0	0	30	8.6391	0	0	
420.059	71	0	0	30	8.60499	0	0	
422.192	71	0	0	30	8.56152	0	0	
428.755	72	0	0	30	8.64436	0	0	
432.365	74	0	0	31	8.64771	0	0	
439.432	78	0	0	34	8.98026	0	0	
441.564	78	0	0	34	8.93689	0	0	
448.198	78	0	0	33	8.8273	0	0	
449.883	79	0	0	33	9.09334	0	0	
450.761	79	0	0	33	9.07561	0	0	
451.334	79	0	0	32	9.64313	0	0	
459.648	85	0	0	38	9.46871	0	0	
461.827	85	0	0	37	9.9328	0	0	
461.868	85	0	0	36	9.99632	0	0	
462.395	85	0	0	35	10.2135	0	0	
468.28	87	0	0	36	10.5096	0	0	
472.942	89	0	0	38	10.406	0	0	
473.024	89	0	0	37	10.4455	0	0	
481.806	92	0	0	39	10.2874	0	0	
483.879	92	0	0	38	10.8796	0	0	
485.44	92	0	0	38	10.8446	0	0	
486.941	93	0	0	38	10.8587	0	0	
489.738	94	0	0	38	11.0469	0	0	
494.39	94	0	0	38	10.9429	0	0	
496.668	95	0	0	38	11.0142	0	0	
501.99	96	0	0	38	11.3251	0	0	
505.919	97	0	0	38	11.3789	0	0	
510.66	98	0	0	38	11.3143	0	0	
511.864	98	0	0	38	11.2876	0	0	
513.864	99	0	0	39	11.2437	0	0	
514.716	99	0	0	39	11.2251	0	0	
520.577	101	0	0	39	11.1642	1	0	
521.021	101	0	0	38	11.3149	1	0	
521.431	101	0	0	37	11.3428	1	0	
527.717	101	0	0	36	12.0081	1	0	
531.967	102	0	0	36	12.7619	1	0	
535.705	102	0	0	36	12.6729	1	0	
537.428	102	0	0	36	12.6323	1	0	
548.552	106	0	0	40	12.3761	1	0	
553.29	106	0	0	40	12.2701	1	0	
555.774	106	0	0	40	12.2153	1	0	
556.566	106	0	0	39	12.5456	1	0	
560.825	107	0	0	39	12.5671	1	0	
561.286	107	0	0	38	12.664	1	0	
564.529	107	0	0	37	12.6928	1	0	
567.12	108	0	0	37	12.6358	1	0	
574.326	110	0	0	38	12.6582	1	0	
575.809	110	0	0	38	12.6256	1	0	
576.262	110	0	0	37	12.7893	1	0	
581.402	110	0	0	37	12.6762	1	0	
588.365	110	0	0	36	12.6471	1	0	
596.052	110	0	0	35	12.5308	1	0	
604.345	112	0	0	37	12.3588	1	0	
607.022	113	0	0	37	12.8518	1	0	
610.899	116	0	0	39	13.0244	1	0	
613.064	118	0	0	40	12.9784	2	0	
613.425	118	0	0	39	12.9817	2	0	
615.746	118	0	0	38	13.0518	2	0	
622.332	120	0	0	39	13.5724	2	0	
632.519	121	0	0	40	13.3538	2	0	
633.886	121	0	0	40	13.325	2	0	
638.66	125	0	0	39	13.4213	6	0	
641.718	125	0	0	39	13.3573	5	0.0462636	
642.476	125	0	0	38	13.782	5	0.046209	
644.367	125	0	0	37	14.1756	5	0.0460734	
650.536	125	0	0	37	14.0412	5	0.0456365	
655.109	126	0	0	37	14.0122	5	0.0453179	
659.206	127	0	0	37	14.4249	5	0.0450363	
671.734	131	0	0	39	14.4526	6	0.0441964	
676.085	131	0	0	38	14.8594	6	0.0439119	
676.588	131	0	0	37	15.2478	6	0.0438792	
677.052	131	0	0	36	15.3265	6	0.0438492	
686.186	131	0	0	36	15.1225	6	0.0432655	
688.244	131	0	0	36	15.0773	6	0.0431361	
689.555	131	0	0	36	15.0486	6	0.0430541	
690.136	131	0	0	36	15.036	6	0.0430179	
690.498	131	0	0	35	15.0682	6	0.0429953	
692.231	131	0	0	34	15.1317	6	0.0428877	
694.659	131	0	0	33	15.2769	6	0.0427378	
696.046	131	0	0	32	15.3732	6	0.0426526	
702.848	132	0	0	33	15.2244	6	0.0422398	
704.024	132	0	0	33	15.199	6	0.0421693	
704.15	132	0	0	32	15.2488	6	0.0421617	
718.445	133	0	0	33	14.9454	6	0.0413228	
718.928	133	0	0	32	15.446	6	0.0412951	
719.825	133	0	0	31	16.1144	6	0.0412436	
722.356	133	0	0	31	16.058	6	0.0410991	
723.329	133	0	0	31	16.0364	6	0.0410438	
723.422	133	0	0	30	16.4008	6	0.0410386	
729.02	133	0	0	29	16.2983	6	0.0407234	
730.45	133	0	0	28	16.7843	6	0.0406437	
736.011	135	0	0	29	17.2398	6	0.0403366	
742.422	137	0	0	30	17.6039	6	0.0399883	
746.948	138	0	0	31	17.4973	6	0.039746	
749.988	139	0	0	31	17.6118	6	0.0395849	
750.293	139	0	0	31	17.6046	5	0.145768	
752.628	139	0	0	30	17.8479	5	0.145316	
752.706	139	0	0	30	17.8461	5	0.145301	
752.763	139	0	0	29	18.2379	5	0.14529	
